clip_id,subset
XC134874.wav,train
XC135454.wav,train
XC135455.wav,train
XC135456.wav,train
XC135457.wav,train
XC135459.wav,train
XC135460.wav,train
XC135883.wav,train
XC137570.wav,train
XC138639.wav,train
XC139577.wav,train
XC140298.wav,train
XC142065.wav,train
XC142066.wav,train
XC142067.wav,train
XC142068.wav,train
XC142329.wav,train
XC144672.wav,train
XC144674.wav,train
XC144675.wav,train
XC154310.wav,train
XC154449.wav,train
XC157462.wav,train
XC167789.wav,train
XC167791.wav,train
XC16967.wav,train
XC178480.wav,train
XC178481.wav,train
XC178485.wav,train
XC179417.wav,train
XC179600.wav,train
XC180091.wav,train
XC181484.wav,train
XC182735.wav,train
XC188377.wav,train
XC188432.wav,train
XC188434.wav,train
XC188813.wav,train
XC189042.wav,train
XC189043.wav,train
XC189044.wav,train
XC189045.wav,train
XC189262.wav,train
XC189263.wav,train
XC189264.wav,train
XC189265.wav,train
XC189266.wav,train
XC189267.wav,train
XC189268.wav,train
XC189269.wav,train
XC189589.wav,train
XC189590.wav,train
XC189592.wav,train
XC193116.wav,train
XC194087.wav,train
XC194088.wav,train
XC195541.wav,train
XC195542.wav,train
XC241646.wav,train
XC244458.wav,train
XC244459.wav,train
XC245645.wav,train
XC247799.wav,train
XC247801.wav,train
XC253455.wav,train
XC2628.wav,train
XC264715.wav,train
XC269063.wav,train
XC283162.wav,train
XC294255.wav,train
XC296725.wav,train
XC302253.wav,train
XC31060.wav,train
XC317112.wav,train
XC317903.wav,train
XC318444.wav,train
XC318899.wav,train
XC319017.wav,train
XC323488.wav,train
XC330449.wav,train
XC331564.wav,test
XC334685.wav,test
XC370826.wav,test
XC370881.wav,test
XC370932.wav,test
XC371412.wav,test
XC373885.wav,test
XC374636.wav,test
XC374638.wav,test
XC376468.wav,test
XC380033.wav,test
XC381871.wav,test
XC406251.wav,test
XC414551.wav,test
XC418144.wav,test
XC420402.wav,test
XC420909.wav,test
XC479502.wav,test
XC479504.wav,test
XC78890.wav,test
