clip_id,subset
INCT17_20191113_040000.wav,train
INCT17_20191125_040000.wav,train
INCT17_20191126_040000.wav,train
INCT17_20191201_171500.wav,train
INCT17_20191205_004500.wav,train
INCT17_20191205_181500.wav,train
INCT17_20191205_191500.wav,train
INCT17_20191205_201500.wav,train
INCT17_20191205_211500.wav,train
INCT17_20191205_221500.wav,train
INCT17_20191205_231500.wav,train
INCT17_20191206_013000.wav,train
INCT17_20191206_174500.wav,train
INCT17_20191207_021500.wav,train
INCT17_20191207_031500.wav,train
INCT17_20191209_174500.wav,train
INCT17_20191215_184500.wav,train
INCT17_20191215_194500.wav,train
INCT17_20191215_204500.wav,train
INCT17_20191215_214500.wav,train
INCT17_20191215_224500.wav,train
INCT17_20191215_234500.wav,train
INCT17_20191216_001500.wav,train
INCT17_20191217_010000.wav,train
INCT17_20191217_024500.wav,train
INCT17_20191217_034500.wav,train
INCT17_20191217_183000.wav,train
INCT17_20191217_193000.wav,train
INCT17_20191217_203000.wav,train
INCT17_20191217_213000.wav,train
INCT17_20191217_223000.wav,train
INCT17_20191217_233000.wav,train
INCT17_20191218_000000.wav,train
INCT17_20191218_014500.wav,train
INCT17_20191218_180000.wav,train
INCT17_20191218_190000.wav,train
INCT17_20191218_200000.wav,train
INCT17_20191218_210000.wav,train
INCT17_20191218_220000.wav,train
INCT17_20191218_230000.wav,train
INCT17_20191219_000000.wav,train
INCT17_20191219_011500.wav,train
INCT17_20191220_020000.wav,train
INCT17_20191220_030000.wav,train
INCT17_20191221_174500.wav,train
INCT17_20191222_004500.wav,train
INCT17_20191222_011500.wav,train
INCT17_20191222_021500.wav,train
INCT17_20191222_031500.wav,train
INCT17_20191222_181500.wav,train
INCT17_20191222_191500.wav,train
INCT17_20191222_201500.wav,train
INCT17_20191222_211500.wav,train
INCT17_20191222_221500.wav,train
INCT17_20191222_231500.wav,train
INCT17_20191223_023000.wav,train
INCT17_20191223_033000.wav,train
INCT17_20191224_171500.wav,train
INCT17_20191227_001500.wav,train
INCT17_20191227_013000.wav,train
INCT17_20191227_174500.wav,train
INCT17_20191227_181500.wav,train
INCT17_20191227_191500.wav,train
INCT17_20191227_201500.wav,train
INCT17_20191227_211500.wav,train
INCT17_20191227_221500.wav,train
INCT17_20191227_231500.wav,train
INCT17_20191228_021500.wav,train
INCT17_20191228_031500.wav,train
INCT17_20200105_040000.wav,train
INCT17_20200105_174500.wav,train
INCT17_20200107_000000.wav,train
INCT17_20200107_010000.wav,train
INCT17_20200107_020000.wav,train
INCT17_20200107_030000.wav,train
INCT17_20200107_180000.wav,train
INCT17_20200107_190000.wav,train
INCT17_20200107_200000.wav,train
INCT17_20200107_210000.wav,train
INCT17_20200107_220000.wav,train
INCT17_20200107_230000.wav,train
INCT17_20200110_040000.wav,train
INCT17_20200110_174500.wav,train
INCT17_20200111_001500.wav,train
INCT17_20200111_011500.wav,train
INCT17_20200111_021500.wav,train
INCT17_20200111_031500.wav,train
INCT17_20200111_181500.wav,train
INCT17_20200111_191500.wav,train
INCT17_20200111_201500.wav,test
INCT17_20200111_211500.wav,test
INCT17_20200111_221500.wav,test
INCT17_20200111_231500.wav,test
INCT17_20200113_003000.wav,test
INCT17_20200113_013000.wav,test
INCT17_20200113_023000.wav,test
INCT17_20200113_033000.wav,test
INCT17_20200113_183000.wav,test
INCT17_20200113_193000.wav,test
INCT17_20200113_203000.wav,test
INCT17_20200113_213000.wav,test
INCT17_20200113_223000.wav,test
INCT17_20200113_233000.wav,test
INCT17_20200115_040000.wav,test
INCT17_20200115_174500.wav,test
INCT17_20200119_040000.wav,test
INCT17_20200119_174500.wav,test
INCT17_20200120_003000.wav,test
INCT17_20200120_013000.wav,test
INCT17_20200120_023000.wav,test
INCT17_20200120_033000.wav,test
INCT17_20200120_040000.wav,test
